Angle,Strain,Stress
50,2.865151,42.73011
50,2.865151,42.71597
50,2.870559,42.70936
50,2.870559,42.70128
50,2.870559,42.69008
50,2.870559,42.70073
50,2.875649,42.68567
50,2.875649,42.67521
50,2.880937,42.67631
50,2.880937,42.67962
50,2.880937,42.67043
50,2.880937,42.65318
50,2.880937,42.65207
50,2.880937,42.64877
50,2.880937,42.65611
50,2.885644,42.64528
50,2.885644,42.63316
50,2.885644,42.62123
50,2.885644,42.62269
50,2.890838,42.62214
50,2.890838,42.62655
50,2.890838,42.62012
50,2.896445,42.60801
50,2.896445,42.60433
50,2.896445,42.59368
50,2.896445,42.58799
50,2.896445,42.5766
50,2.896445,42.56834
50,2.9012,42.56339
50,2.9012,42.55604
50,2.9012,42.54117
50,2.9012,42.54759
50,2.906154,42.54135
50,2.906154,42.54245
50,2.906154,42.53052
50,2.911577,42.52666
50,2.911577,42.52336
50,2.911577,42.50885
50,2.911577,42.505
50,2.911577,42.49453
50,2.916277,42.49086
50,2.916277,42.48957
50,2.916277,42.4848
50,2.916277,42.47433
50,2.916277,42.45872
50,2.921024,42.45358
50,2.921024,42.46735
50,2.926185,42.45432
50,2.926185,42.43908
50,2.926185,42.43761
50,2.926185,42.43633
50,2.926185,42.43357
50,2.926185,42.42457
50,2.926185,42.40841
50,2.930741,42.40401
50,2.930741,42.39978
50,2.930741,42.39464
50,2.930741,42.3862
50,2.935535,42.37812
50,2.935535,42.3783
50,2.935535,42.36599
50,2.940489,42.36379
50,2.940489,42.35645
50,2.940489,42.34507
50,2.940489,42.33387
50,2.940489,42.32817
50,2.940489,42.31973
50,2.944615,42.31348
50,2.944615,42.30486
50,2.944615,42.30247
50,2.944615,42.30412
50,2.949044,42.28796
50,2.949044,42.27621
50,2.95399,42.26887
50,2.95399,42.26023
50,2.95399,42.25473
50,2.95399,42.24995
50,2.95399,42.2426
50,2.95399,42.23269
50,2.95399,42.22994
50,2.958227,42.2248
50,2.958227,42.21856
50,2.958227,42.21415
50,2.958227,42.19358
50,2.962783,42.18899
50,2.962783,42.19028
50,2.962783,42.17228
50,2.968199,42.16163
50,2.968199,42.1497
50,2.968199,42.1396
50,2.968199,42.1396
50,2.968199,42.13556
50,2.968199,42.12234
50,2.97289,42.11298
50,2.97289,42.09755
50,2.97289,42.08947
50,2.97289,42.07845
50,2.977071,42.07258
50,2.977071,42.06946
50,2.981221,42.06597
50,2.981221,42.05716
50,2.981221,42.03971
50,2.981221,42.02465
50,2.981221,42.00795
50,2.981221,42.00519
50,2.981221,42.00372
50,2.984534,42.00483
50,2.984534,41.99014
50,2.984534,41.98022
50,2.984534,41.97673
50,2.987983,41.96241
50,2.987983,41.95654
50,2.992085,41.9479
50,2.992085,41.93321
50,2.992085,41.91962
50,2.992085,41.91063
50,2.992085,41.90292
50,2.992085,41.88823
50,2.992085,41.8774
50,2.995334,41.8684
50,2.995334,41.85646
50,2.995334,41.85004
50,2.995334,41.83975
50,2.997939,41.82928
50,2.997939,41.82231
50,2.997939,41.81515
50,3.000901,41.8078
50,3.000901,41.78889
50,3.000901,41.77989
50,3.000901,41.77347
50,3.000901,41.75694
50,3.00404,41.74849
50,3.00404,41.7406
50,3.00404,41.72518
50,3.00404,41.71802
50,3.00404,41.698
50,3.007217,41.69451
50,3.007217,41.6778
50,3.010602,41.66624
50,3.010602,41.65467
50,3.010602,41.63612
50,3.010602,41.62235
50,3.010602,41.60491
50,3.010602,41.59407
50,3.010602,41.58948
50,3.013868,41.58214
50,3.013868,41.56781
50,3.013868,41.55992
50,3.013868,41.55074
50,3.016871,41.53293
50,3.016871,41.51934
50,3.016871,41.51347
50,3.01973,41.49639
50,3.01973,41.47656
50,3.01973,41.45875
50,3.01973,41.44277
50,3.01973,41.43433
50,3.022366,41.41597
50,3.022366,41.39999
50,3.022366,41.39154
50,3.022366,41.38475
50,3.022366,41.36694
50,3.024827,41.3517
50,3.026819,41.33536
50,3.026819,41.31204
50,3.026819,41.29607
50,3.026819,41.28523
50,3.026819,41.26889
50,3.026819,41.25292
50,3.026819,41.23363
50,3.028467,41.22868
50,3.028467,41.20903
50,3.028467,41.19122
50,3.028467,41.16937
50,3.03053,41.14293
50,3.03053,41.13246
50,3.03053,41.12438
50,3.032712,41.10419
50,3.032712,41.08747
50,3.032712,41.06563
50,3.032712,41.04836
50,3.032712,41.0256
50,3.032712,41.00705
50,3.034234,40.99273
50,3.034234,40.96666
50,3.034234,40.9404
50,3.034234,40.91506
50,3.034974,40.90147
50,3.034974,40.87724
50,3.034974,40.84033
50,3.034974,40.81554
50,3.034974,40.80085
50,3.035269,40.77716
50,3.035269,40.75127
50,3.035269,40.71657
50,3.035269,40.68517
50,3.035365,40.65873
50,3.035365,40.62936
50,3.035365,40.58473
50,3.035365,40.55995
50,3.035516,40.53001
50,3.035516,40.49789
50,3.035516,40.47163
50,3.035691,40.43546
50,3.035691,40.38863
50,3.035691,40.3486
50,3.035691,40.3049
50,3.035691,40.26065
50,3.035691,40.21971
50,3.035277,40.1727
50,3.035277,40.12
50,3.035277,40.0719
50,3.035277,40.02562
50,3.035277,39.9709
50,3.033557,39.90407
50,3.033557,39.8455
50,3.030737,39.7906
50,3.030737,39.72376
50,3.030737,39.65839
50,3.030737,39.59339
50,3.030737,39.52215
50,3.030737,39.43897
50,3.02732,39.35487
50,3.02732,39.2627
50,3.02732,39.16446
50,3.02732,39.05998
50,3.02732,38.93659
50,3.022366,38.81045
50,3.022366,38.66723
50,3.015055,38.50014
50,3.015055,38.29412
50,3.015055,38.04091
50,3.015055,37.52385
50,3.015055,28.9104
50,3.015055,5.789425
50,2.994689,0.3064558
50,2.994689,0.230255
50,2.994689,0.2289696
